,route_acc,type_acc,climate_acc,day_acc,month_acc,years_acc,scene_acc,road_surface,time_acc,level_acc
198,คลองพระยาสุเรนทร์ - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,5,2,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
199,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,แจ่มใส,6,2,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
201,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,6,2,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
202,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,6,2,2019,,,3,ACC
203,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,6,2,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
204,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,7,2,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
206,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,8,2,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
207,คลองพระยาสุเรนทร์ - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,8,2,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
208,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,8,2,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
209,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,8,2,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
210,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,9,2,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
212,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,10,2,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
213,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,11,2,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
215,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,11,2,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
216,งามวงศ์วาน - ดอนเมือง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,11,2,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
218,คลองพระยาสุเรนทร์ - บางพลี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,11,2,2019,,,4,ACC
219,ถนนศรีนครินทร์ - บางปะกง,อื่นๆ,แจ่มใส,12,2,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
220,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,12,2,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
221,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,แจ่มใส,12,2,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
222,บางแค - คลองมหาสวัสดิ์,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,13,2,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
225,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถโดยสารขนาดใหญ่,แจ่มใส,13,2,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
226,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,13,2,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
229,ถนนศรีนครินทร์ - บางปะกง,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,14,2,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
230,อรุณอมรินทร์ - พุทธมณฑลสาย 4,อื่นๆ,แจ่มใส,14,2,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
231,อรุณอมรินทร์ - พุทธมณฑลสาย 4,อื่นๆ,แจ่มใส,14,2,2019,,,2,ACC
232,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,14,2,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
233,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,15,2,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
234,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถโดยสารขนาดใหญ่,แจ่มใส,15,2,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
235,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,15,2,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
236,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,15,2,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
237,บางปะอิน - คลองพระยาสุเรนทร์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,15,2,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
240,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,16,2,2019,,,2,ACC
241,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,16,2,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
244,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ฝนตก,17,2,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
247,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,18,2,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
248,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,18,2,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
250,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,18,2,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
251,บางปะอิน - คลองพระยาสุเรนทร์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,18,2,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
